study,cancer_type,protein,transcript,expression
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -1.283, ""q1"": -3.047, ""q3"": -0.29359999999999997, ""whislo"": -5.574, ""whishi"": 3.237, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.751, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.778, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.548, -3.171, -2.932, -0.8339, -3.626, -3.816, -3.626, -3.626, -3.626, -1.086, -2.114, -2.932, -4.608, -4.035, -5.012, -3.816, -3.816, -2.826, -3.816, -3.816, -3.171, -4.608, -4.035, -1.086, -2.114, -3.816, -3.047, -4.293, -2.635, -3.626, -2.245, -2.548, -3.816, -2.466, -2.826, -3.171, -2.114, -4.608, -2.245, -3.816, -3.308, -5.012, -3.308, -2.466, -1.392, -3.171, -3.816, -3.626, -2.245, -3.626, -4.035, -3.047, -2.727, -3.816, -2.635, -3.626, -1.884, -3.458, -3.816, -4.035, -4.293, -3.626, -2.315, -4.035, -3.047, -5.012, -3.047, -5.012, -3.458, -4.608, -2.727, -3.626, -0.9406, -1.51, -4.293, -4.608, -3.171, -3.171, 0.9789, -2.727, -2.466, -3.816, -2.548, -3.626, -1.685, -3.816, -4.608, -3.816, -4.035, -2.548, -2.932, -3.458, -3.816, -4.035, -3.047, -4.035, -3.816, -3.047, -3.816, -4.293, -3.458], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -1.47, ""q1"": -3.308, ""q3"": -0.22435, ""whislo"": -5.012, ""whishi"": 4.161, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.777, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.826, ""whislo"": -9.966, ""whishi"": 2.921, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -3.816, ""q1"": -9.966, ""q3"": -2.245, ""whislo"": -9.966, ""whishi"": 2.939, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -2.388, ""q1"": -4.293, ""q3"": -1.181, ""whislo"": -6.506, ""whishi"": 2.071, ""fliers"": [-9.966, -9.966, -9.966, -9.966, 3.857, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 3.661, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.25, ""q1"": 2.2925, ""q3"": 4.077, ""whislo"": -0.2328, ""whishi"": 5.878, ""fliers"": [-9.966, -1.781, -2.315, -0.6643, -3.308, -1.355, -0.394, -0.8863, 8.8, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -2.245, ""q1"": -4.035, ""q3"": -0.98285, ""whislo"": -6.506, ""whishi"": 0.9419, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.412, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -4.293, ""q1"": -9.966, ""q3"": -2.635, ""whislo"": -9.966, ""whishi"": 0.5666, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -2.178, ""q1"": -2.826, ""q3"": -1.51, ""whislo"": -4.608, ""whishi"": -0.1031, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 2.144, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -1.938, ""q1"": -3.2394999999999996, ""q3"": -0.6643, ""whislo"": -4.293, ""whishi"": 0.9419, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.156, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.932, -4.035, -2.826, -3.816, -3.308, -3.458, -3.626, -3.458, -3.626, -3.626], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 0.3796, ""q1"": -0.7836000000000001, ""q3"": 1.3455, ""whislo"": -3.816, ""whishi"": 3.654, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.88, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.884, ""whislo"": -9.966, ""whishi"": 2.015, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -4.608, ""q1"": -9.966, ""q3"": -3.458, ""whislo"": -9.966, ""whishi"": 2.29, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -3.047, ""q1"": -5.574, ""q3"": -2.114, ""whislo"": -9.966, ""whishi"": 2.118, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": -2.681, ""q1"": -9.966, ""q3"": -1.041, ""whislo"": -9.966, ""whishi"": 1.6, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.171, -4.293, -2.826, -2.388, -3.816, -2.727, -4.608, -4.293, -5.012, -2.826, -4.035, -2.932, -2.635, -3.816, -2.245, -3.458, -5.574, -3.047, -2.826, -1.994, -4.608, -1.938, -2.932, -3.308, -4.293, -4.293, -5.574, -5.012, -3.626, -3.171, -4.608, -5.012, -4.608, -3.816, -2.826, -2.635, -4.035, -3.308, -4.035, -4.035, -3.458, -4.293, -2.727, -4.035], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.626, ""whislo"": -9.966, ""whishi"": -0.4719, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -3.458, ""q1"": -9.966, ""q3"": -2.466, ""whislo"": -9.966, ""whishi"": -0.394, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.458, -3.171, -3.171, -1.026, -3.458, -2.114, -2.932, -3.308, -3.816, -2.315, -3.047, -2.932, -2.826, -3.171, -2.727, -4.608, -3.171, -2.826, -2.932, -2.114, -2.826, -2.388, -2.635, -2.315], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.816], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.56975, ""whislo"": -9.966, ""whishi"": 0.5069, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -3.308, -1.595, -2.245, -2.727, -2.727, -2.826, -5.012, -6.506, -5.574], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-6.506, -4.608, -6.506, -4.608, -4.608, -3.816, -5.012, -5.574, -5.012, -5.574, -5.574, -5.574, -3.171, -5.012, -4.035, -5.574, -4.035, -6.506, -2.826, -5.574, -4.293, -2.727, -4.608, -4.293], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -2.932, ""q1"": -9.966, ""q3"": -1.56275, ""whislo"": -9.966, ""whishi"": 0.9862, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.7195, ""q1"": 2.5957500000000002, ""q3"": 4.369, ""whislo"": -0.0574, ""whishi"": 6.77, ""fliers"": [-9.966, -9.966, -3.047, -3.458, -9.966, -0.8863, -1.781, -2.548, -0.1187, -9.966, -1.214, -0.2845, -9.966, -0.2159, -0.6873, -1.732, -9.966, -9.966, -0.7108, -0.3752, -9.966, -9.966, -0.7834, -9.966, -0.1828, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -2.2800000000000002, ""q1"": -4.293, ""q3"": -1.149, ""whislo"": -6.506, ""whishi"": 1.465, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -3.816, ""q1"": -9.966, ""q3"": -1.732, ""whislo"": -9.966, ""whishi"": 1.209, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.355, ""q1"": -2.053, ""q3"": -0.9132, ""whislo"": -3.626, ""whishi"": 0.7579, ""fliers"": [-9.966, -4.035, -9.966, -3.816, -3.816, -4.035, -9.966, -9.966, -3.816, -9.966, -4.608, -4.035, -4.293, 3.526, -3.816, -9.966, -4.035, -3.958, -4.608], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -1.3365, ""q1"": -2.826, ""q3"": -0.315625, ""whislo"": -4.293, ""whishi"": 2.876, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.816, -4.293, -2.826, -3.047, -3.816, -2.97, -3.816, -4.035, -3.626, -4.293, -4.035, -3.626, -2.932, -3.458, -3.816, -2.635, -3.458, -4.608, -3.626, -3.626, -3.458, -3.626, -2.053, -4.035, -3.308, -3.171, -3.626, -2.315, -3.626, -2.315, -3.816, -3.626, -2.792, -4.035, -3.458, -3.816, -4.293], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -0.020550000000000002, ""q1"": -1.552, ""q3"": 1.26825, ""whislo"": -5.574, ""whishi"": 3.627, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.8185, ""whislo"": -9.966, ""whishi"": 2.074, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -5.574, ""q1"": -9.966, ""q3"": -3.626, ""whislo"": -9.966, ""whishi"": -0.0877, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -1.8575, ""q1"": -4.035, ""q3"": -0.9406, ""whislo"": -6.506, ""whishi"": 0.5955, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.674, ""q1"": 2.989, ""q3"": 4.227, ""whislo"": 1.647, ""whishi"": 4.705, ""fliers"": [-2.932, 7.386, 8.165, 0.9716, 8.511, 0.2029, 10.34, -9.966, -0.2498], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -1.318, ""q1"": -2.826, ""q3"": -0.5756, ""whislo"": -5.012, ""whishi"": 1.919, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 3.947, -9.966, -9.966, 5.469, -9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -4.293, ""q1"": -9.966, ""q3"": -2.466, ""whislo"": -9.966, ""whishi"": 4.414, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -2.053, ""q1"": -2.932, ""q3"": -1.392, ""whislo"": -4.608, ""whishi"": 0.03, ""fliers"": [-9.966, -9.966, 2.293, 2.738, -9.966, 4.701, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -1.283, ""q1"": -2.727, ""q3"": -0.3383, ""whislo"": -4.035, ""whishi"": 2.89, ""fliers"": [-9.966, -9.966, 5.335, -9.966, -9.966, 3.776, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.816, -3.308, -2.635, -3.816, -3.626, -1.994, -0.6643], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 0.7916, ""q1"": -0.7346, ""q3"": 1.605, ""whislo"": -2.932, ""whishi"": 4.845, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, 9.065, -9.966, 7.21, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.086, ""whislo"": -9.966, ""whishi"": 4.324, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -3.626, ""q1"": -9.966, ""q3"": -2.635, ""whislo"": -9.966, ""whishi"": 3.574, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -2.932, ""q1"": -5.012, ""q3"": -1.831, ""whislo"": -5.574, ""whishi"": 1.762, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.265, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Sarcoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 1.6305, ""q1"": 0.26702499999999996, ""q3"": 2.66775, ""whislo"": -3.308, ""whishi"": 5.088, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -5.574, -9.966, -9.966, -9.966, -9.966, -3.626, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Sarcoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -3.458, ""q1"": -9.966, ""q3"": -1.6505, ""whislo"": -9.966, ""whishi"": 1.098, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Sarcoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -3.721, ""q1"": -9.966, ""q3"": -2.114, ""whislo"": -9.966, ""whishi"": 0.3231, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Sarcoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -2.245, ""q1"": -3.308, ""q3"": -1.4017499999999998, ""whislo"": -5.012, ""whishi"": 0.7748, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Sarcoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.053, ""whislo"": -9.966, ""whishi"": 0.7664, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Sarcoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -3.458, -3.308, -3.458, -3.626], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Sarcoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -1.3365, ""q1"": -9.966, ""q3"": 0.2612, ""whislo"": -9.966, ""whishi"": 3.306, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
